speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
55+,61.5849999999627,alive,airbag,belted,1,m,20,2001,1998,deploy,driver,1,3
55+,61.5849999999627,dead,airbag,none,1,f,18,2001,1998,deploy,pass,1,4
40-54,101.373999999836,alive,none,none,1,m,18,2001,1987,unavail,driver,0,3
40-54,101.373999999836,alive,none,belted,1,m,19,2001,1987,unavail,pass,0,3
10-24,134.575999999419,alive,airbag,belted,1,f,19,2001,2000,deploy,driver,1,0
10-24,134.575999999419,alive,airbag,belted,1,m,52,2001,1994,nodeploy,driver,0,2
10-24,134.575999999419,alive,airbag,belted,1,f,50,2001,1994,nodeploy,pass,0,3
10-24,64.2059999993071,alive,none,belted,1,m,17,2001,1988,unavail,driver,0,1
10-24,64.2059999993071,alive,none,belted,1,m,16,2001,1988,unavail,pass,0,1
25-39,45.5749999997206,alive,airbag,belted,1,m,74,2001,1998,deploy,driver,1,3
25-39,45.5749999997206,alive,airbag,belted,0,f,57,2001,1995,nodeploy,driver,0,3
10-24,107.865999999456,alive,airbag,belted,0,m,17,2001,1995,nodeploy,driver,0,3
10-24,107.865999999456,alive,airbag,belted,1,m,46,2001,1995,nodeploy,driver,0,3
25-39,51.4279999998398,alive,airbag,none,1,m,19,2001,1998,deploy,driver,1,3
25-39,51.4279999998398,dead,airbag,none,1,f,20,2001,1998,deploy,pass,1,4
10-24,45.5749999997206,alive,none,belted,0,f,35,2001,1990,unavail,driver,0,3
25-39,45.5749999997206,alive,airbag,belted,0,m,87,2001,2000,deploy,driver,1,3
25-39,45.5749999997206,alive,airbag,belted,1,f,63,2001,1990,deploy,driver,1,3
25-39,66.3459999999031,alive,none,belted,1,f,19,2001,1988,unavail,driver,0,0
10-24,66.3459999999031,alive,airbag,belted,1,m,44,2001,1995,deploy,driver,1,3
10-24,66.3459999999031,alive,airbag,belted,1,m,24,2001,2000,deploy,driver,1,1
10-24,66.3459999999031,alive,airbag,belted,1,f,24,2001,2000,deploy,pass,1,3
10-24,45.5749999997206,alive,airbag,none,1,m,53,2001,1999,deploy,driver,1,2
10-24,45.5749999997206,alive,airbag,none,1,f,31,2001,2000,deploy,driver,1,3
25-39,166.096999999136,alive,airbag,belted,0,m,80,2001,1997,deploy,driver,1,2
40-54,166.096999999136,alive,airbag,belted,1,m,20,2001,2001,deploy,driver,1,2
25-39,115.623999999836,alive,airbag,belted,0,f,59,2001,1995,nodeploy,driver,0,3
25-39,115.623999999836,dead,airbag,belted,0,f,66,2001,1995,nodeploy,pass,0,4
40-54,102.464999999851,alive,airbag,none,0,f,52,2001,1998,deploy,driver,1,3
25-39,102.464999999851,alive,none,belted,1,m,54,2001,1996,unavail,driver,0,0
40-54,51.4279999998398,alive,none,belted,1,m,82,2001,1991,unavail,driver,0,3
25-39,51.4279999998398,alive,airbag,belted,1,m,65,2001,1999,deploy,driver,1,3
25-39,51.4279999998398,alive,airbag,belted,1,f,69,2001,1999,deploy,pass,1,3
10-24,146.645999999717,alive,none,none,1,m,20,2001,1993,unavail,driver,0,3
40-54,64.2059999993071,alive,none,none,1,m,80,2001,1978,unavail,driver,0,3
40-54,64.2059999993071,alive,none,none,1,m,56,2001,1988,unavail,driver,0,3
10-24,132.777999999002,alive,none,belted,1,f,38,2001,1987,unavail,driver,0,0
10-24,132.777999999002,alive,airbag,belted,1,m,23,2001,1992,deploy,driver,1,0
10-24,132.777999999002,alive,none,none,1,f,26,2001,1992,unavail,pass,0,3
25-39,959.405999995768,alive,none,belted,1,f,69,2001,1986,unavail,driver,0,3
10-24,141.5,alive,airbag,belted,1,f,21,2001,2002,deploy,driver,1,3
40-54,64.2059999993071,alive,none,belted,0,m,51,2001,1993,unavail,driver,0,0
40-54,64.2059999993071,alive,airbag,belted,1,f,30,2001,1996,deploy,driver,1,3
10-24,130.979999998584,alive,airbag,belted,0,m,21,2001,2001,nodeploy,driver,0,0
25-39,130.979999998584,alive,none,none,1,f,19,2001,1985,unavail,driver,0,3
55+,104.976999999955,alive,none,none,0,f,25,2001,1986,unavail,driver,0,3
25-39,104.976999999955,alive,none,none,1,m,26,2001,1995,unavail,driver,0,2
25-39,166.802999999374,alive,airbag,belted,1,m,74,2001,1998,nodeploy,driver,0,0
10-24,166.802999999374,alive,airbag,belted,0,f,34,2001,1997,deploy,driver,1,0
10-24,166.802999999374,alive,none,none,0,f,27,2001,1997,unavail,pass,0,0
25-39,12.1919999999227,alive,none,none,1,m,36,2001,1989,unavail,driver,0,3
10-24,14.4599999999627,alive,airbag,belted,1,f,33,2001,1995,deploy,driver,1,2
25-39,9.46799999999348,alive,airbag,belted,0,f,25,2001,1997,nodeploy,driver,0,3
10-24,173.826999999583,alive,none,belted,0,m,41,2001,1987,unavail,driver,0,0
10-24,173.826999999583,alive,none,belted,0,f,30,2001,1987,unavail,pass,0,0
10-24,173.826999999583,alive,none,belted,1,f,41,2001,1990,unavail,driver,0,2
55+,10.5369999998948,alive,airbag,none,1,m,41,2001,1997,deploy,driver,1,3
55+,13.10699999996,alive,none,none,1,f,54,2001,1982,unavail,driver,0,3
25-39,8.04199999989942,alive,airbag,belted,0,f,33,2001,1997,deploy,driver,1,0
10-24,8.04199999989942,alive,airbag,belted,1,f,54,2001,1998,deploy,driver,1,2
10-24,40.9499999997206,alive,none,belted,1,f,21,2001,1985,unavail,driver,0,1
10-24,40.9499999997206,alive,airbag,belted,0,f,32,2001,1996,nodeploy,driver,0,1
25-39,573.365999996662,alive,none,belted,1,f,25,2001,1982,unavail,driver,0,NA
25-39,573.365999996662,alive,none,none,1,f,20,2001,1982,unavail,pass,0,0
10-24,8.04199999989942,alive,none,belted,0,f,60,2001,1993,unavail,driver,0,3
10-24,8.04199999989942,alive,none,belted,0,f,89,2001,1993,unavail,pass,0,2
40-54,8.04199999989942,alive,none,belted,0,m,28,2001,1987,unavail,driver,0,3
40-54,11.1799999999348,alive,none,none,1,m,23,2001,1978,unavail,driver,0,3
25-39,11.1799999999348,alive,none,none,1,m,53,2001,1976,unavail,driver,0,3
25-39,11.1799999999348,alive,airbag,belted,1,f,57,2001,1992,deploy,driver,1,2
25-39,2.34899999998743,alive,none,belted,1,f,33,2001,1990,unavail,driver,0,2
25-39,2.34899999998743,dead,none,belted,1,f,60,2001,1990,unavail,pass,0,4
25-39,176.392999999225,alive,airbag,belted,1,m,47,2001,1998,deploy,driver,1,1
1-9km/h,315.972999997437,alive,airbag,belted,0,f,76,2001,1994,nodeploy,driver,0,0
10-24,0.927999999999884,alive,airbag,belted,1,m,24,2001,2000,deploy,driver,1,3
10-24,0.927999999999884,alive,airbag,belted,1,m,17,2001,2000,deploy,pass,1,0
25-39,7.05399999994552,alive,none,belted,0,f,26,2001,1988,unavail,driver,0,1
25-39,7.05399999994552,alive,airbag,belted,1,f,22,2001,2000,nodeploy,driver,0,1
10-24,24.7379999998957,alive,airbag,belted,1,m,17,2001,2001,nodeploy,driver,0,0
10-24,24.7379999998957,alive,airbag,belted,1,m,17,2001,2001,nodeploy,pass,0,0
25-39,2750.77399998903,alive,airbag,belted,0,m,41,2001,1997,deploy,driver,1,1
25-39,8.6929999999702,alive,none,none,1,m,56,2001,1987,unavail,driver,0,3
55+,6.91599999996834,alive,airbag,none,1,m,22,2001,2001,deploy,driver,1,3
25-39,12.0039999999572,alive,airbag,belted,0,m,48,2001,1994,nodeploy,driver,0,2
25-39,12.0039999999572,alive,airbag,belted,0,f,16,2001,1994,nodeploy,pass,0,1
25-39,40.1719999997877,alive,airbag,belted,1,m,50,2001,1996,deploy,driver,1,2
25-39,40.1719999997877,alive,airbag,belted,0,f,25,2001,1999,nodeploy,driver,0,1
25-39,40.1719999997877,alive,airbag,belted,0,m,42,2001,1999,nodeploy,pass,0,2
40-54,8.04199999989942,alive,airbag,belted,0,f,22,2001,1991,deploy,driver,1,2
40-54,8.04199999989942,alive,none,belted,0,f,20,2001,1991,unavail,pass,0,3
40-54,8.04199999989942,alive,airbag,belted,1,m,42,2001,1999,deploy,driver,1,1
55+,134.898999998346,alive,none,belted,0,m,16,2001,1992,unavail,driver,0,2
25-39,134.898999998346,alive,airbag,none,1,m,39,2001,2000,deploy,driver,1,0
10-24,130.584999999031,alive,airbag,belted,1,f,45,2001,1990,deploy,driver,1,1
25-39,6.17799999995623,alive,airbag,none,0,f,63,2001,2001,nodeploy,driver,0,3
10-24,837.07499999553,alive,airbag,belted,0,m,42,2001,2001,nodeploy,driver,0,1
10-24,837.07499999553,alive,none,belted,1,f,75,2001,1974,unavail,driver,0,1
40-54,8.04199999989942,alive,none,belted,1,f,23,2001,1991,unavail,driver,0,3
55+,8.04199999989942,alive,airbag,belted,1,m,22,2001,1993,deploy,driver,1,1
40-54,37.1239999998361,alive,airbag,belted,1,f,28,2001,1996,deploy,driver,1,1
40-54,37.1239999998361,alive,airbag,belted,1,f,54,2001,1996,deploy,pass,1,3
10-24,184.470999998972,alive,airbag,belted,1,f,39,2001,1999,deploy,driver,1,2
10-24,9.74799999990501,alive,none,none,0,m,22,2001,1983,unavail,driver,0,1
10-24,9.74799999990501,alive,none,none,0,m,25,2001,1983,unavail,pass,0,1
55+,8.04199999989942,alive,none,none,1,m,47,2001,1988,unavail,driver,0,3
55+,10.8759999999311,alive,airbag,belted,1,m,22,2001,1994,deploy,driver,1,3
25-39,8.04199999989942,alive,airbag,none,1,m,23,2001,1995,deploy,driver,1,3
25-39,8.04199999989942,alive,airbag,belted,1,f,23,2001,1995,deploy,pass,1,2
25-39,10.1689999999944,alive,airbag,belted,0,m,22,2001,1998,nodeploy,driver,0,3
25-39,17.651999999769,alive,none,belted,0,m,38,2001,1986,unavail,driver,0,2
25-39,17.651999999769,alive,none,belted,0,f,29,2001,1986,unavail,pass,0,1
10-24,17.651999999769,alive,none,belted,0,f,42,2001,1993,unavail,driver,0,0
10-24,104.285999999382,alive,none,belted,1,m,39,2001,1994,unavail,driver,0,0
25-39,8.04199999989942,alive,none,none,1,m,41,2001,1989,unavail,driver,0,3
40-54,81.3549999995157,alive,none,belted,0,f,17,2001,1991,unavail,driver,0,2
10-24,9.72099999990314,alive,none,none,0,m,61,2001,1982,unavail,driver,0,1
10-24,14.4679999999935,alive,airbag,belted,0,f,35,2001,1993,nodeploy,driver,0,2
25-39,165.190999999642,alive,none,belted,1,f,42,2001,1988,unavail,driver,0,1
10-24,1220.14899998903,alive,none,belted,1,m,19,2001,1987,unavail,driver,0,0
10-24,1220.14899998903,alive,none,belted,1,f,16,2001,1987,unavail,pass,0,2
55+,81.2869999995455,alive,none,belted,1,f,34,2001,1987,unavail,driver,0,3
55+,81.2869999995455,alive,none,belted,1,m,34,2001,1989,unavail,driver,0,3
55+,81.2869999995455,alive,none,belted,1,f,30,2001,1989,unavail,pass,0,2
10-24,1202.54699999094,alive,none,belted,1,f,29,2001,1979,unavail,driver,0,2
10-24,78.2129999995232,alive,none,belted,1,f,19,2001,1987,unavail,driver,0,0
10-24,78.2129999995232,alive,none,none,1,m,20,2001,1987,unavail,pass,0,2
10-24,335.371999997646,alive,airbag,belted,1,m,19,2001,1992,deploy,driver,1,2
40-54,55.3189999996684,alive,airbag,belted,1,f,27,2001,1990,deploy,driver,1,3
25-39,55.3189999996684,alive,none,belted,1,m,41,2001,1999,unavail,driver,0,2
25-39,13.1129999998957,alive,none,none,0,f,24,2001,1989,unavail,driver,0,3
25-39,11.2919999998994,alive,none,none,1,f,77,2001,1991,unavail,driver,0,3
10-24,11.2919999998994,alive,airbag,belted,0,f,39,2001,1999,nodeploy,driver,0,0
10-24,1523.19199998677,alive,airbag,belted,0,m,20,2001,1994,nodeploy,driver,0,1
10-24,1523.19199998677,alive,airbag,belted,0,m,39,2001,1994,nodeploy,pass,0,NA
10-24,2762.09599998593,alive,airbag,belted,1,m,24,2001,2000,deploy,driver,1,1
10-24,2762.09599998593,alive,airbag,belted,1,m,20,2001,2000,deploy,pass,1,1
55+,40.1439999998547,alive,none,none,1,m,39,2001,1975,unavail,driver,0,3
55+,40.1439999998547,alive,none,none,1,m,46,2001,1975,unavail,pass,0,3
25-39,57.8099999995902,alive,airbag,belted,1,f,81,2001,1990,deploy,driver,1,3
10-24,760.229999996722,alive,airbag,belted,1,m,24,2001,2000,nodeploy,driver,0,0
25-39,22.5849999999627,alive,none,none,1,m,17,2001,1969,unavail,driver,0,3
25-39,22.5849999999627,alive,none,belted,1,m,68,2001,1990,unavail,driver,0,3
40-54,22.7449999998789,dead,airbag,none,0,m,18,2001,1999,deploy,driver,1,4
40-54,22.7449999998789,alive,airbag,belted,0,m,20,2001,1999,deploy,pass,1,3
10-24,159.432999998331,alive,airbag,belted,0,f,31,2001,1999,nodeploy,driver,0,2
10-24,712.293999999762,alive,airbag,belted,1,m,28,2001,2001,nodeploy,driver,0,0
10-24,712.293999999762,alive,none,belted,1,m,55,2001,1988,unavail,driver,0,0
55+,22.7449999998789,alive,airbag,belted,1,m,20,2001,1992,deploy,driver,1,2
55+,22.7449999998789,alive,none,none,1,m,19,2001,1992,unavail,pass,0,3
55+,22.7449999998789,dead,airbag,belted,1,m,35,2001,1996,deploy,driver,1,4
1-9km/h,650.276999995112,alive,none,belted,0,m,35,2001,1987,unavail,driver,0,2
10-24,475.17499999702,alive,airbag,belted,0,m,57,2001,1998,nodeploy,driver,0,0
1-9km/h,475.17499999702,alive,airbag,belted,1,m,50,2001,1994,deploy,driver,1,2
10-24,1653.37199999392,alive,none,none,0,m,32,2001,1987,unavail,driver,0,0
10-24,1653.37199999392,alive,none,none,0,m,31,2001,1987,unavail,pass,0,0
10-24,22.5849999999627,alive,none,belted,1,m,45,2001,1991,unavail,driver,0,3
55+,22.5849999999627,alive,airbag,none,0,m,19,2001,1992,deploy,driver,1,3
55+,22.5849999999627,alive,none,none,0,m,19,2001,1992,unavail,pass,0,3
10-24,22.7089999997988,alive,airbag,belted,1,m,63,2001,2000,deploy,driver,1,3
40-54,22.7089999997988,alive,airbag,none,1,f,27,2001,1999,deploy,driver,1,3
40-54,22.7089999997988,alive,airbag,none,1,m,24,2001,1999,deploy,pass,1,2
25-39,22.7089999997988,alive,airbag,belted,1,m,40,2001,1997,deploy,driver,1,1
55+,22.7449999998789,dead,airbag,none,1,f,74,2001,1995,deploy,driver,1,4
40-54,22.7449999998789,alive,airbag,belted,1,m,28,2001,1999,deploy,driver,1,3
25-39,136.437999999151,alive,airbag,none,1,m,44,2001,1999,deploy,driver,1,2
25-39,612.175999999046,alive,airbag,belted,1,m,35,2001,1996,deploy,driver,1,2
40-54,20.6339999998454,dead,airbag,none,0,m,22,2001,2001,deploy,driver,1,4
40-54,20.6339999998454,alive,airbag,none,0,f,28,2001,2001,deploy,pass,1,3
25-39,22.5849999999627,alive,none,none,1,m,18,2001,1991,unavail,driver,0,2
10-24,22.5849999999627,alive,none,none,1,m,77,2001,1986,unavail,driver,0,3
55+,11.372999999905,dead,none,none,1,f,27,2001,1987,unavail,driver,0,4
25-39,11.372999999905,alive,airbag,belted,1,m,45,2001,2000,deploy,driver,1,2
25-39,538.132999993861,alive,none,belted,1,m,43,2001,1983,unavail,driver,0,0
10-24,538.132999993861,alive,airbag,belted,0,m,26,2001,1999,deploy,driver,1,0
25-39,884.648999996483,alive,airbag,belted,1,m,25,2001,1994,deploy,driver,1,0
25-39,884.648999996483,alive,airbag,belted,1,m,23,2001,1994,deploy,pass,1,0
10-24,884.648999996483,alive,none,none,1,m,25,2001,1989,unavail,driver,0,0
10-24,884.648999996483,alive,none,none,1,f,27,2001,1989,unavail,pass,0,0
40-54,22.7449999998789,alive,airbag,belted,0,m,17,2001,1996,deploy,driver,1,3
40-54,22.7449999998789,dead,airbag,none,0,m,17,2001,1996,deploy,pass,1,4
10-24,3961.86899998784,alive,airbag,belted,0,f,33,2001,1996,nodeploy,driver,0,0
10-24,11.2919999998994,alive,none,belted,1,m,43,2001,1995,unavail,driver,0,0
25-39,22.5849999999627,alive,none,none,1,m,52,2001,1989,unavail,driver,0,3
40-54,22.5849999999627,alive,none,belted,1,m,53,2001,1994,unavail,driver,0,3
25-39,22.5849999999627,alive,airbag,belted,1,f,46,2001,2001,deploy,driver,1,1
25-39,11.2919999998994,alive,airbag,none,1,f,50,2001,1992,deploy,driver,1,3
10-24,1479.11699999869,alive,airbag,belted,1,m,43,2001,1998,deploy,driver,1,0
10-24,1479.11699999869,alive,airbag,belted,1,m,25,2001,1999,deploy,driver,1,0
25-39,50.0249999999069,alive,airbag,belted,1,f,25,2001,1997,deploy,driver,1,3
25-39,22.5849999999627,alive,none,belted,1,f,37,2001,1990,unavail,driver,0,3
40-54,22.5849999999627,alive,airbag,belted,1,f,66,2001,1994,deploy,driver,1,3
10-24,269.311999998987,alive,none,belted,0,m,39,2001,1993,unavail,driver,0,1
10-24,269.311999998987,alive,airbag,belted,1,f,62,2001,1995,deploy,driver,1,2
10-24,937.072999998927,alive,airbag,belted,1,m,55,2001,1989,deploy,driver,1,0
25-39,22.7089999997988,alive,airbag,belted,1,m,32,2001,1999,deploy,driver,1,3
10-24,22.7089999997988,alive,airbag,belted,1,f,27,2001,1999,deploy,driver,1,3
25-39,22.7089999997988,alive,airbag,none,0,m,31,2001,2001,nodeploy,driver,0,2
25-39,22.7089999997988,alive,airbag,none,0,f,32,2001,2001,nodeploy,pass,0,3
25-39,22.7089999997988,alive,airbag,none,1,f,32,2001,2001,deploy,driver,1,3
10-24,22.5849999999627,alive,airbag,belted,1,m,30,2001,1995,deploy,driver,1,3
10-24,22.5849999999627,alive,airbag,belted,1,f,33,2001,1995,deploy,pass,1,1
10-24,22.5849999999627,alive,airbag,none,1,m,45,2001,1995,deploy,driver,1,3
10-24,22.7089999997988,alive,airbag,belted,1,m,44,2001,1999,nodeploy,driver,0,3
25-39,34.7609999999404,alive,none,none,1,m,44,2001,1984,unavail,driver,0,2
25-39,34.7609999999404,alive,none,none,0,m,23,2001,1988,unavail,driver,0,2
25-39,34.7609999999404,alive,none,none,0,f,20,2001,1988,unavail,pass,0,3
40-54,34.7609999999404,alive,none,none,1,f,32,2001,1971,unavail,driver,0,3
25-39,11.2919999998994,alive,none,belted,1,m,19,2001,1985,unavail,driver,0,3
25-39,11.2919999998994,alive,none,belted,1,m,20,2001,1985,unavail,pass,0,2
10-24,1058.4469999969,alive,airbag,belted,1,f,75,2001,1995,deploy,driver,1,1
10-24,1058.4469999969,alive,airbag,belted,1,f,28,2001,1999,nodeploy,driver,0,1
55+,46.7389999995939,alive,airbag,belted,0,f,46,2001,1997,nodeploy,driver,0,3
25-39,78.625,alive,none,belted,1,f,34,2001,1989,unavail,driver,0,2
25-39,78.625,alive,none,belted,1,m,39,2001,1989,unavail,pass,0,2
25-39,78.625,alive,airbag,belted,1,m,27,2001,2001,deploy,driver,1,3
25-39,78.625,alive,airbag,none,1,m,29,2001,2001,deploy,pass,1,2
25-39,24.5989999999292,alive,airbag,belted,1,f,72,2001,1995,deploy,driver,1,3
25-39,24.5989999999292,dead,none,belted,1,m,74,2001,1995,unavail,pass,0,4
10-24,56.1389999999665,alive,airbag,belted,1,f,16,2001,1998,deploy,driver,1,0
10-24,56.1389999999665,alive,airbag,belted,1,f,16,2001,1998,deploy,pass,1,2
25-39,22.7449999998789,alive,airbag,none,1,m,50,2001,1999,deploy,driver,1,1
40-54,22.7449999998789,dead,airbag,belted,1,m,52,2001,2002,deploy,driver,1,4
25-39,35.1349999997765,alive,airbag,belted,0,f,27,2001,1999,nodeploy,driver,0,2
40-54,35.1349999997765,alive,none,belted,1,m,53,2001,1988,unavail,driver,0,3
10-24,5500.27599996328,alive,airbag,belted,1,m,26,2001,1991,deploy,driver,1,1
40-54,18.6929999999702,alive,none,belted,1,m,19,2001,1987,unavail,driver,0,1
40-54,18.6929999999702,alive,none,belted,1,f,21,2001,1987,unavail,pass,0,1
40-54,18.6929999999702,alive,airbag,belted,0,m,23,2001,1994,deploy,driver,1,1
40-54,18.6929999999702,alive,airbag,none,0,f,23,2001,1994,deploy,pass,1,3
10-24,22.7089999997988,alive,airbag,belted,1,m,33,2001,2000,nodeploy,driver,0,1
25-39,23.8349999999627,alive,none,belted,1,f,18,2001,1989,unavail,driver,0,3
10-24,23.8349999999627,alive,none,belted,0,m,31,2001,1997,unavail,driver,0,0
10-24,4527.95599997044,alive,airbag,belted,0,f,41,2001,1999,nodeploy,driver,0,0
10-24,4527.95599997044,alive,airbag,belted,1,f,61,2001,1992,deploy,driver,1,0
25-39,28.6929999999702,alive,none,none,1,m,29,2001,1985,unavail,driver,0,2
25-39,28.6929999999702,alive,none,none,1,m,52,2001,1985,unavail,pass,0,2
10-24,28.6929999999702,alive,airbag,belted,0,f,26,2001,1995,deploy,driver,1,2
10-24,28.6929999999702,alive,airbag,belted,0,f,84,2001,1995,deploy,pass,1,5
40-54,26.3019999999087,alive,airbag,none,1,f,21,2001,2000,deploy,driver,1,3
40-54,26.3019999999087,dead,airbag,belted,0,f,56,2001,1997,deploy,driver,1,4
40-54,26.3019999999087,dead,airbag,belted,0,m,65,2001,1997,deploy,pass,1,4
10-24,775.04999999702,alive,airbag,belted,0,m,17,2001,1999,nodeploy,driver,0,0
25-39,0,alive,airbag,belted,1,m,24,2001,2001,deploy,driver,1,0
25-39,8.3509999999078,alive,none,belted,1,f,25,2001,1990,unavail,driver,0,1
40-54,729.99699999392,alive,airbag,belted,0,m,46,2001,1999,nodeploy,driver,0,1
25-39,13.5899999999674,alive,none,none,1,m,22,2001,1986,unavail,driver,0,3
40-54,5.11999999999534,alive,airbag,belted,1,f,72,2001,1998,deploy,driver,1,3
40-54,10.030999999959,alive,airbag,belted,0,f,33,2001,1999,deploy,driver,1,3
25-39,10.030999999959,alive,none,belted,1,m,28,2001,1985,unavail,driver,0,3
25-39,10.030999999959,alive,none,belted,1,m,25,2001,1985,unavail,pass,0,3
1-9km/h,180.255999999121,alive,airbag,none,1,f,30,2001,1999,nodeploy,driver,0,1
10-24,180.255999999121,alive,none,none,0,m,31,2001,1988,unavail,driver,0,1
40-54,16.3259999998845,alive,airbag,belted,1,m,25,2001,2001,deploy,driver,1,3
40-54,16.3259999998845,alive,airbag,belted,1,f,26,2001,2001,deploy,pass,1,3
10-24,10.451999999932,alive,airbag,belted,0,m,42,2001,1995,nodeploy,driver,0,1
10-24,10.451999999932,alive,airbag,belted,0,m,42,2001,1995,nodeploy,pass,0,0
10-24,10.451999999932,alive,none,none,1,m,36,2001,1988,unavail,driver,0,3
10-24,10.451999999932,alive,none,none,1,m,16,2001,1988,unavail,pass,0,2
25-39,106.763999999501,alive,none,belted,0,m,62,2001,1992,unavail,driver,0,2
25-39,106.763999999501,alive,airbag,none,1,m,51,2001,1995,deploy,driver,1,2
25-39,106.763999999501,alive,airbag,none,1,m,38,2001,1995,deploy,pass,1,2
10-24,29.5519999999087,alive,airbag,belted,0,f,26,2001,1999,nodeploy,driver,0,3
10-24,29.5519999999087,alive,airbag,belted,0,f,24,2001,1999,nodeploy,pass,0,3
10-24,29.5519999999087,alive,airbag,belted,1,m,16,2001,1995,deploy,driver,1,3
10-24,29.5519999999087,alive,airbag,belted,1,m,17,2001,1995,deploy,pass,1,2
10-24,458.239999998361,alive,none,belted,1,m,73,2001,1992,unavail,driver,0,2
10-24,458.239999998361,alive,none,belted,0,m,23,2001,1988,unavail,driver,0,2
10-24,458.239999998361,alive,none,belted,0,m,24,2001,1988,unavail,pass,0,2
55+,3.98399999999674,alive,airbag,none,1,f,39,2001,1998,deploy,driver,1,3
10-24,3.98399999999674,alive,airbag,belted,1,m,85,2001,1998,deploy,driver,1,3
10-24,3.98399999999674,alive,airbag,belted,1,f,77,2001,1998,deploy,pass,1,1
10-24,1462.02899999917,alive,airbag,belted,1,f,19,2001,1998,deploy,driver,1,0
25-39,8.27599999995437,alive,airbag,belted,1,m,30,2001,1996,deploy,driver,1,3
25-39,8.27599999995437,alive,none,belted,1,f,58,2001,1987,unavail,driver,0,3
10-24,27.2799999997951,alive,airbag,belted,1,m,31,2001,2000,nodeploy,driver,0,1
10-24,27.2799999997951,alive,airbag,belted,1,m,34,2001,1999,deploy,driver,1,0
10-24,27.2799999997951,alive,airbag,none,1,m,44,2001,1999,deploy,pass,1,2
10-24,95.6649999991059,alive,none,belted,0,f,29,2001,1988,unavail,driver,0,1
10-24,95.6649999991059,alive,none,belted,0,f,22,2001,1988,unavail,pass,0,1
10-24,95.6649999991059,alive,none,none,1,f,30,2001,1989,unavail,driver,0,0
10-24,95.6649999991059,alive,none,none,1,m,30,2001,1989,unavail,pass,0,0
25-39,6.31899999995949,alive,none,belted,0,m,57,2001,1989,unavail,driver,0,3
25-39,6.31899999995949,alive,none,belted,0,f,50,2001,1989,unavail,pass,0,2
10-24,6.31899999995949,alive,none,belted,1,m,51,2001,1992,unavail,driver,0,1
40-54,5.18699999997625,alive,airbag,none,1,m,33,2001,2000,deploy,driver,1,2
40-54,5.18699999997625,alive,none,belted,1,f,44,2001,1989,unavail,driver,0,3
1-9km/h,60.2859999998473,alive,airbag,belted,0,f,49,2001,2001,nodeploy,driver,0,2
10-24,952.008999995887,alive,airbag,belted,1,m,36,2001,1993,nodeploy,driver,0,0
10-24,952.008999995887,alive,airbag,belted,1,f,36,2001,1993,nodeploy,pass,0,0
10-24,5.18699999997625,alive,none,none,1,m,42,2001,1985,unavail,driver,0,3
55+,3.98399999999674,alive,airbag,belted,1,m,44,2001,2001,deploy,driver,1,3
25-39,3.98399999999674,alive,none,belted,0,m,30,2001,1975,unavail,driver,0,2
25-39,3.98399999999674,alive,none,belted,0,m,27,2001,1975,unavail,pass,0,1
10-24,13.061999999918,alive,airbag,belted,1,f,27,2001,2001,deploy,driver,1,1
25-39,5.18699999997625,alive,none,none,1,f,90,2001,1961,unavail,driver,0,3
10-24,20.125,alive,airbag,none,0,m,24,2001,1996,nodeploy,driver,0,3
10-24,20.125,alive,none,belted,1,f,21,2001,1989,unavail,driver,0,0
25-39,294.747999999672,alive,airbag,none,1,f,21,2001,2001,deploy,driver,1,1
10-24,119.29899999965,alive,airbag,belted,0,f,47,2001,1994,nodeploy,driver,0,3
10-24,119.29899999965,alive,none,belted,1,m,33,2001,1994,unavail,driver,0,1
25-39,5.18699999997625,alive,none,belted,0,f,49,2001,1990,unavail,driver,0,3
25-39,5.18699999997625,alive,none,belted,0,f,79,2001,1990,unavail,pass,0,3
25-39,5.18699999997625,alive,airbag,belted,1,f,32,2001,1996,deploy,driver,1,2
10-24,207.713999999687,alive,none,belted,0,m,26,2001,1987,unavail,driver,0,0
10-24,14.9379999999655,alive,airbag,belted,1,f,19,2001,1993,deploy,driver,1,3
10-24,14.9379999999655,alive,none,belted,1,f,38,2001,1993,unavail,pass,0,3
25-39,14.9379999999655,alive,airbag,belted,1,f,24,2001,1994,deploy,driver,1,2
25-39,14.9379999999655,alive,airbag,belted,1,m,29,2001,1994,deploy,pass,1,2
10-24,219.914999999106,alive,airbag,belted,0,m,18,2001,1998,nodeploy,driver,0,0
25-39,6.00499999994645,alive,none,none,1,f,42,2001,1990,unavail,driver,0,3
40-54,5.18699999997625,alive,none,none,1,m,36,2001,1988,unavail,driver,0,3
10-24,20.0219999998808,alive,none,belted,0,f,49,2001,1984,unavail,driver,0,3
10-24,20.0219999998808,alive,airbag,belted,1,f,46,2001,1998,nodeploy,driver,0,0
10-24,102.006999999285,alive,airbag,none,1,m,22,2001,1992,deploy,driver,1,2
10-24,102.006999999285,alive,none,none,1,f,28,2001,1992,unavail,pass,0,NA
25-39,178.171999998391,alive,airbag,belted,0,f,24,2001,1999,nodeploy,driver,0,0
25-39,178.171999998391,alive,airbag,belted,0,m,25,2001,1999,nodeploy,pass,0,0
10-24,24.8679999997839,alive,airbag,belted,1,m,27,2001,2001,deploy,driver,1,0
